game_id,points,building,jovian,power,science,city,event,space,earth,plant,animal,microbe,totalVp,totalPrice
Game144,87,1,0,0,1,0,0,0,0,1,0,0,0,93
Game145,83,2,0,0,0,1,1,1,0,1,0,0,2,86
Game146,84,3,0,1,1,0,0,0,0,0,0,0,1,57
Game147,89,0,0,0,0,0,2,0,2,0,0,0,0,58
Game148,111,1,0,0,0,1,3,2,4,1,0,0,3,137
Game149,118,3,0,0,1,0,1,1,0,0,0,0,1,83
Game150,104,5,0,1,2,1,1,1,1,1,0,0,2,93
Game151,83,2,0,0,1,0,1,2,0,0,0,0,1,70
Game152,81,2,0,0,0,0,0,0,0,1,0,1,0,73
Game153,88,3,0,1,2,1,0,0,0,0,0,1,2,120
Game154,82,4,0,0,1,1,0,0,0,0,0,0,0,84
Game155,94,2,1,1,2,1,1,2,1,0,0,0,4,149
Game156,73,1,0,0,0,0,3,4,2,2,0,0,2,128
Game157,104,1,0,0,1,1,0,2,0,0,0,0,0,95
Game158,82,1,0,1,0,0,0,0,1,1,0,1,2,79
Game159,99,4,0,1,1,1,0,0,0,1,0,0,2,95
Game160,94,1,2,2,1,1,0,2,0,0,0,0,1,96
Game161,82,5,0,0,1,0,0,0,1,0,0,1,2,78
Game162,82,1,0,1,2,0,0,0,1,0,0,2,0,113
Game163,92,0,0,0,1,0,3,2,0,1,0,0,0,114
Game164,108,3,0,1,1,0,1,1,1,0,0,0,0,94
Game165,104,3,0,1,1,0,0,0,0,0,0,1,1,79
Game166,91,0,1,0,0,0,1,3,1,0,0,0,3,89
Game167,106,1,0,1,2,0,0,1,0,0,0,0,1,69
Game168,102,3,1,0,3,0,1,3,1,0,0,0,6,108
Game169,90,1,0,1,0,0,1,0,1,0,0,0,0,73
Game170,67,0,0,4,0,0,0,0,1,0,0,0,0,78
Game171,89,1,0,0,1,0,0,1,1,1,0,0,0,81
Game172,98,1,0,2,0,0,1,0,0,0,0,0,0,78
Game173,84,4,0,2,0,0,2,0,0,0,0,0,0,91
Game174,93,2,0,1,4,0,1,0,1,0,0,0,4,119
Game175,95,0,1,0,0,0,2,2,1,0,0,0,1,71
Game176,110,3,0,0,4,1,0,0,1,1,0,0,6,149
Game177,84,1,3,0,1,0,0,2,0,2,0,1,4,140
Game178,94,2,0,1,2,0,1,2,0,1,0,1,2,82
Game179,109,2,3,1,0,0,2,2,0,0,1,0,2,136
Game180,82,2,0,0,1,1,2,2,3,0,0,0,1,137
Game181,80,1,1,1,2,1,0,1,2,0,0,0,0,112
Game182,89,4,0,0,1,0,1,2,0,1,0,0,1,81
Game183,103,2,1,1,4,0,3,5,1,1,0,0,3,117
Game184,74,2,0,2,4,0,1,3,0,1,0,0,2,157
Game185,83,3,0,2,0,0,0,0,2,1,0,0,0,82
Game186,98,2,0,1,2,2,1,2,1,0,1,0,5,158
Game187,94,0,0,1,3,0,1,1,0,0,0,0,0,73
Game188,114,0,0,0,1,0,3,1,2,0,2,0,5,170
Game189,125,1,2,1,2,0,2,2,1,1,1,0,1,130
Game190,111,2,0,0,1,0,2,1,1,2,0,0,7,156
Game191,67,1,0,0,0,0,3,1,2,0,0,0,0,97
Game192,80,2,0,1,2,0,2,2,1,1,0,1,1,111
Game193,98,1,1,2,1,0,0,3,0,3,0,0,3,130
Game194,105,4,0,0,3,0,1,1,1,2,1,0,4,134
Game195,119,1,0,0,1,0,1,2,5,1,0,0,7,164
Game196,108,1,0,0,0,1,2,4,3,0,0,0,0,128
Game197,116,1,2,0,1,0,2,2,1,1,0,0,3,116
Game198,112,0,1,1,1,0,2,3,0,1,0,1,0,137
Game199,88,1,1,1,1,0,2,1,2,1,0,1,1,126
Game200,101,3,0,1,2,0,1,1,1,2,0,1,3,91
Game201,99,1,0,0,2,0,0,0,0,1,1,0,1,106
Game202,88,2,0,1,1,0,2,0,1,1,0,0,1,100
Game203,91,3,1,1,2,0,1,1,0,1,0,0,1,85
Game204,80,1,0,0,0,0,1,1,1,1,1,0,2,87
Game205,75,0,0,1,0,0,0,0,1,3,1,0,0,73
Game206,78,3,0,1,3,0,0,0,0,1,0,0,4,110
Game207,93,3,0,0,3,1,0,0,2,1,1,1,7,103
Game208,112,5,0,1,1,1,0,0,0,1,1,1,1,99
Game209,87,2,0,0,1,1,0,1,0,3,0,0,1,85
Game210,85,1,1,0,0,0,1,0,0,3,1,0,1,86
Game211,86,2,0,1,2,0,2,2,1,0,0,2,0,144
Game212,128,4,2,0,1,0,2,3,0,0,0,1,2,152
Game213,71,1,0,0,0,0,3,1,4,1,1,0,1,133
Game214,100,1,0,0,0,0,2,1,0,0,0,1,0,85
Game215,73,1,0,0,1,1,2,0,1,0,0,0,1,107
Game216,101,1,0,0,2,0,1,1,2,0,0,0,3,121
Game217,92,3,0,0,2,0,1,2,0,0,0,0,5,86
Game218,104,2,0,1,0,0,4,2,0,0,0,0,0,124
Game219,84,2,2,1,1,1,2,3,0,0,0,0,0,123
Game220,78,1,0,2,1,0,1,2,1,1,2,2,3,157
Game221,107,4,0,1,0,1,0,0,0,3,0,0,1,107
Game222,94,1,0,0,2,0,1,1,2,0,1,0,5,104
Game223,105,3,1,0,0,2,1,3,0,0,0,0,2,152
Game224,86,2,0,1,0,0,2,1,0,1,0,0,0,87
Game225,96,1,0,0,0,0,0,0,0,2,0,1,1,62
Game226,114,4,0,1,4,0,0,2,0,0,0,0,4,104
Game227,100,1,1,1,1,0,1,0,3,0,0,1,1,97
Game228,101,2,0,0,2,0,3,4,2,0,1,0,2,134
Game229,86,4,0,1,1,0,0,0,1,1,0,0,1,81
Game230,88,4,0,3,1,0,0,1,1,0,0,0,1,134
Game231,118,0,2,1,3,0,1,5,0,0,0,0,5,137
Game232,111,2,2,0,0,1,1,2,0,0,0,0,2,121
Game233,106,3,0,0,3,2,0,0,0,1,2,1,3,117
Game234,83,0,1,0,0,0,1,1,1,0,0,0,2,88
Game235,98,2,0,0,1,0,1,1,2,0,1,2,0,143
Game236,90,1,0,0,0,0,3,3,1,1,0,0,0,118
Game237,90,5,2,1,0,0,2,1,1,1,0,0,3,104
Game238,89,1,0,1,3,0,1,3,1,1,0,0,2,120
Game239,93,2,0,0,0,0,2,2,3,1,0,0,2,146
Game240,87,1,0,0,2,1,2,1,0,1,0,2,0,117
Game241,70,0,0,0,0,0,1,0,0,2,1,2,3,62
Game242,104,0,0,0,0,0,1,0,3,1,0,1,0,76
Game243,77,0,0,0,2,0,0,0,2,3,0,0,2,110
Game244,104,4,0,2,1,1,1,1,1,0,0,0,1,116
Game245,89,0,0,1,1,0,1,0,0,1,0,1,0,105
Game246,80,0,0,1,1,0,3,4,1,0,0,0,0,95
Game247,123,4,0,1,2,2,2,1,0,0,0,0,2,130
Game248,96,0,0,1,3,0,1,2,1,0,0,0,1,122
Game249,88,2,0,0,1,1,1,2,0,0,0,0,0,68
Game250,93,2,0,1,1,0,1,1,2,0,0,1,2,141
Game251,89,1,1,1,0,1,1,1,0,1,0,0,0,107
Game252,94,1,0,2,0,0,2,1,0,0,0,0,0,92
Game253,110,2,0,2,5,0,0,4,0,0,0,0,7,115
Game254,102,0,0,0,1,0,2,2,1,1,0,0,2,94
Game255,103,2,0,0,0,0,3,2,2,1,0,0,1,74
Game256,96,0,0,0,0,0,2,2,3,1,0,0,1,134
Game257,102,5,0,1,2,0,0,0,0,0,0,0,1,68
Game258,123,3,1,1,1,1,0,1,0,0,0,0,3,133
Game259,88,1,2,0,0,0,0,2,1,0,0,0,4,133
Game260,113,1,3,0,0,1,2,5,1,0,0,0,6,140
Game261,98,2,0,0,1,0,3,1,1,0,0,0,0,113
Game262,89,2,1,0,2,0,0,0,1,0,0,0,0,97
Game263,121,1,1,0,1,0,0,1,1,3,2,1,1,142
Game264,124,0,1,0,3,0,2,1,0,0,0,1,4,106
Game265,121,1,0,1,1,0,1,3,1,0,0,0,0,73
Game266,116,4,0,2,4,0,1,0,1,0,0,0,4,109
Game267,123,1,0,1,3,0,1,2,0,0,0,0,3,91
Game268,83,0,1,0,0,0,0,2,2,1,1,0,2,126
Game269,92,1,0,0,1,0,2,2,1,0,0,2,0,118
Game270,85,1,3,1,0,1,0,3,0,0,0,0,6,177
Game271,90,0,0,0,0,0,1,1,0,3,0,1,0,86
Game272,92,2,1,1,4,1,0,2,0,0,0,0,4,115
Game273,92,3,0,1,1,1,3,2,1,0,0,0,1,93
Game274,90,0,0,0,0,0,3,2,1,1,0,1,0,59
Game275,111,1,1,1,0,0,2,3,0,0,0,0,0,121
Game276,86,4,0,1,1,1,0,0,0,1,0,0,1,76
Game277,97,7,0,1,2,2,0,0,0,0,0,0,2,113
Game278,87,3,0,0,3,0,2,0,2,0,0,1,1,105
Game279,79,2,0,0,1,0,0,1,1,0,0,0,1,108
Game280,98,1,1,0,1,1,5,4,5,0,1,0,1,180
Game281,128,0,1,0,0,0,2,2,0,2,0,0,0,99
Game282,73,3,0,1,0,0,1,0,0,0,1,0,0,82
Game283,125,5,0,1,2,1,0,1,0,0,0,1,1,124
Game284,120,1,0,0,2,0,3,2,4,0,0,0,3,117
Game285,75,1,1,0,0,0,1,3,1,0,0,0,2,117
Game286,92,1,0,1,2,1,2,2,1,0,0,1,5,118
Game287,95,0,2,0,0,0,1,2,2,0,1,0,2,125
Game288,95,2,0,1,3,0,0,0,1,3,1,0,1,117
Game289,86,1,0,0,0,0,1,1,1,0,0,0,0,59
Game290,84,4,0,1,2,1,1,1,1,0,0,0,1,116
Game291,102,1,1,3,2,0,1,4,0,0,0,0,4,126
Game292,135,1,1,0,0,0,0,2,0,2,1,0,3,85
Game293,98,2,2,0,1,1,1,3,0,0,0,0,3,125
Game294,101,2,0,0,2,1,1,1,1,2,0,0,0,127
Game295,87,3,0,0,1,0,1,0,1,0,0,0,1,86
Game296,94,2,0,1,0,1,0,0,0,1,0,0,1,73
Game297,79,2,1,0,2,0,0,2,2,1,0,0,3,149
Game298,87,2,0,0,3,0,0,1,0,0,0,0,4,72
Game299,82,4,0,1,0,0,0,2,1,0,0,0,2,114
Game300,106,3,2,1,1,2,1,3,0,0,0,0,0,163
Game301,97,1,0,0,2,0,1,1,1,0,0,1,2,111
Game302,93,2,1,0,0,1,2,1,0,0,0,0,1,94
Game303,108,4,2,0,0,1,3,2,1,0,0,0,5,140
Game304,77,3,0,4,0,1,0,0,0,0,0,0,0,95
Game305,91,1,1,1,2,0,1,1,1,0,0,0,2,107
Game306,98,3,0,0,2,0,1,0,2,1,0,0,1,85
Game307,74,2,0,1,0,1,1,1,1,0,0,0,1,108
Game308,95,1,0,0,2,0,0,0,2,1,0,0,3,115
Game309,93,4,0,0,2,1,2,0,0,0,0,0,1,113
Game310,89,2,0,0,1,0,2,1,1,0,1,1,0,100
Game311,87,7,0,1,1,1,0,1,0,1,0,0,4,124
Game312,111,3,0,0,1,1,0,0,0,0,0,0,0,102
Game313,110,1,0,0,3,0,1,1,2,2,1,1,1,119
Game314,95,5,0,2,1,1,0,1,0,0,0,0,2,114
Game315,72,5,0,1,1,0,1,0,1,1,0,0,1,93
Game316,73,1,0,0,1,0,1,1,0,0,0,1,0,58
Game317,75,3,0,0,0,1,2,2,0,1,0,1,0,144
Game318,103,3,0,0,3,1,3,2,2,0,0,0,1,124
Game319,101,2,0,1,3,0,3,2,1,1,0,0,3,132
Game320,98,3,1,1,0,0,0,2,0,1,0,0,2,106
Game321,89,2,2,1,1,0,2,4,0,1,0,0,5,184
Game322,87,1,0,1,2,0,1,1,0,1,0,2,0,95
Game323,77,3,0,0,1,0,1,0,0,0,0,2,1,70
Game324,76,3,0,1,1,0,2,0,1,0,0,0,3,105
Game325,89,1,0,0,1,0,1,1,0,2,0,1,0,90
Game326,117,1,0,0,1,0,1,2,1,0,0,0,0,120
Game327,70,0,0,0,0,0,1,2,1,0,0,0,0,109
Game328,86,3,3,0,1,1,0,3,0,0,0,0,7,157
Game329,103,2,0,1,0,0,0,0,1,1,0,0,3,78
Game330,95,1,0,0,2,1,0,0,0,1,0,0,0,65
Game331,95,1,1,0,3,0,0,0,0,1,1,2,2,105
Game332,71,4,0,2,1,0,1,3,0,0,0,0,1,116
Game333,88,0,1,0,0,0,1,1,0,1,0,1,2,82
Game334,69,2,0,3,3,0,0,2,0,1,0,0,3,96
Game335,94,1,1,0,0,0,3,2,2,0,0,1,3,114
Game336,108,3,0,0,2,0,0,0,0,0,0,0,1,81
Game337,89,2,0,0,1,0,1,1,2,0,0,1,0,84
Game338,114,3,0,0,0,0,1,1,4,0,1,0,3,90
Game339,101,4,0,0,1,2,0,0,0,2,0,0,0,80
Game340,86,0,1,0,0,0,2,3,0,0,0,0,0,99
Game341,98,2,0,0,0,0,1,1,2,1,0,0,1,126
Game342,106,0,1,0,0,1,3,6,1,0,0,0,5,115
Game343,73,5,1,1,2,1,0,0,0,1,0,0,4,101
Game344,95,1,1,1,1,0,3,3,1,0,0,1,0,121
Game345,105,2,1,0,0,0,2,3,1,1,0,0,0,137
Game346,68,2,1,1,1,0,3,2,3,0,0,0,4,175
Game347,119,3,0,0,1,1,2,0,0,0,0,0,0,91
Game348,82,2,0,1,2,0,4,2,0,0,0,0,1,122
Game349,87,1,0,1,1,0,1,1,2,0,0,0,4,104
Game350,93,0,0,0,1,0,3,1,2,0,0,0,2,151
Game351,97,5,0,1,2,0,0,1,0,2,0,1,1,102
Game352,96,1,0,0,1,0,3,5,1,0,0,0,5,101
Game353,93,1,0,0,2,0,1,4,2,1,1,0,4,102
Game354,74,3,0,1,2,0,1,1,2,0,0,0,7,123
Game355,122,1,0,1,3,0,3,1,1,1,0,0,7,125
Game356,91,2,0,2,1,1,0,1,0,0,0,0,0,95
Game357,100,3,0,1,1,1,1,2,1,1,0,1,2,131
Game358,99,0,0,0,1,0,2,2,1,0,0,0,2,113
Game359,78,0,1,0,0,0,3,2,2,0,0,1,2,112
Game360,81,3,0,1,3,0,0,1,0,0,0,0,0,101
Game361,90,1,0,0,0,0,3,3,1,0,0,1,0,160
Game362,108,2,0,0,0,0,0,0,0,3,1,0,2,85
Game363,88,1,0,1,2,0,1,2,2,0,0,0,2,119
Game364,83,0,0,0,1,0,3,3,2,0,0,1,0,125
Game365,94,3,0,2,0,0,1,0,0,0,0,0,0,88
Game366,96,4,1,1,1,0,0,1,0,0,0,0,4,95
Game367,88,1,0,0,1,0,0,0,0,1,0,2,1,81
Game368,107,2,0,2,2,1,2,2,1,0,1,0,1,133
Game369,92,3,0,1,0,0,0,1,0,1,0,0,2,113
Game370,108,3,0,0,2,0,2,2,3,0,0,1,1,128
Game371,91,0,1,0,2,0,1,3,1,0,0,0,3,74
Game372,86,1,0,0,1,1,1,1,0,2,0,0,1,101
Game373,120,1,1,1,1,0,2,4,1,1,0,0,2,146
Game374,61,4,0,4,0,0,0,0,0,0,0,0,1,96
Game375,95,2,0,2,1,0,1,1,0,1,0,0,3,118
Game376,76,3,0,2,2,0,3,0,2,1,0,0,0,111
Game377,122,4,0,0,1,0,2,1,1,0,0,0,2,110
Game378,104,2,1,0,0,0,1,3,1,2,1,1,8,130
Game379,113,4,0,2,2,1,1,0,0,1,0,0,2,84
Game380,86,2,0,0,1,1,2,0,1,0,0,0,0,60
Game381,98,0,0,1,1,0,1,0,0,1,0,1,0,68
Game382,92,3,0,0,1,0,2,0,2,0,0,0,1,84
Game383,97,1,1,0,1,0,2,2,3,2,1,0,3,128
Game384,112,0,1,0,3,1,1,3,1,0,0,1,3,149
Game385,97,3,0,3,1,0,1,1,1,1,0,0,0,95
Game386,96,2,0,0,4,0,0,0,1,2,0,0,1,98
Game387,103,3,0,1,3,1,0,0,0,3,1,0,3,118
Game388,89,1,0,0,0,0,4,3,0,1,0,1,0,149
Game389,100,1,2,0,1,0,1,3,0,0,0,0,3,126
Game390,115,1,2,1,1,0,1,2,1,0,0,0,3,113
Game391,117,1,0,1,2,0,1,0,0,0,0,1,1,64
Game392,80,1,0,0,0,0,1,0,1,2,0,1,0,72
Game393,109,2,1,2,1,0,0,2,1,0,0,1,1,103
Game394,100,3,0,0,1,0,2,0,2,0,0,0,1,109
Game395,76,5,0,0,0,0,1,2,0,0,0,1,1,124
Game396,121,2,0,3,0,0,0,0,0,1,0,0,0,81
Game397,85,1,2,0,0,0,1,1,2,0,1,1,2,104
Game398,117,4,0,2,2,0,1,1,1,0,0,0,2,107
Game399,80,1,0,0,2,0,1,1,0,0,0,0,2,89
Game400,157,1,1,0,2,0,1,0,2,0,0,1,3,113
Game401,80,2,0,2,0,1,2,1,1,0,1,0,0,119
Game402,76,0,0,2,1,0,1,0,1,2,0,1,0,92
Game403,105,1,0,2,1,0,1,1,2,0,1,0,1,102
Game404,99,0,0,0,3,0,2,3,2,1,1,0,4,82
Game405,87,1,1,1,1,0,2,2,3,0,0,1,0,115
Game406,76,3,1,2,0,0,0,1,1,0,0,0,2,110
Game407,116,1,0,0,2,1,1,1,1,0,0,0,0,108
Game408,89,2,2,0,0,0,0,3,1,1,0,0,5,117
Game409,89,1,0,1,1,0,0,0,1,0,0,1,0,54
Game410,87,1,0,0,0,0,1,0,1,1,0,0,0,63
Game411,125,0,1,0,2,0,0,1,1,1,0,0,5,135
Game412,142,3,1,1,2,0,1,2,1,0,0,0,3,112
Game413,98,2,0,1,2,1,1,1,0,1,0,0,0,108
Game414,104,2,0,2,0,0,0,2,1,0,1,0,0,72
Game415,92,0,1,0,1,0,3,0,1,0,0,0,0,79
Game416,153,2,0,0,0,1,1,2,1,0,0,1,0,114
Game417,105,3,0,1,2,1,0,0,1,0,0,1,0,97
Game418,111,1,1,0,1,0,1,3,0,0,0,0,2,110
Game419,124,5,0,0,1,0,0,1,1,1,0,0,1,100
Game420,81,5,0,0,1,0,3,1,0,2,0,1,1,139
Game421,101,4,0,1,0,1,0,0,0,2,0,0,0,83
Game422,92,1,0,0,1,0,1,1,0,0,0,1,0,87
Game423,131,6,1,0,2,0,0,0,0,2,0,0,4,87
Game424,101,2,1,0,1,0,0,3,0,1,0,1,1,91
Game425,83,5,0,1,1,0,0,0,0,1,1,0,2,71
Game426,126,2,5,1,1,1,0,3,0,0,0,0,7,137
Game427,89,0,1,0,2,1,1,2,0,0,0,1,8,139
Game428,90,3,0,1,2,0,2,2,4,0,0,0,6,149
Game429,96,1,0,0,0,0,2,2,2,1,0,1,2,113
Game430,73,0,1,0,1,0,2,1,1,1,1,0,1,124
Game431,71,0,0,0,0,0,3,3,2,0,0,1,0,129
Game432,83,2,1,1,0,0,2,2,2,0,0,1,3,125
Game433,81,2,0,0,1,0,1,0,2,1,0,0,0,75
Game434,72,0,0,0,1,0,1,0,1,1,0,1,2,66
