game_id,points,building,jovian,power,science,city,event,space,earth,plant,animal,microbe,totalVp,totalPrice,corporation
Game92,121,1,0,0,0,1,0,0,2,0,0,0,0,22,tharsis republic
Game93,87,0,2,1,0,1,0,2,0,0,0,1,1,61,saturn systems
Game94,99,1,0,0,2,1,0,0,0,0,0,0,0,27,mining guild
Game95,89,1,1,0,1,1,0,1,1,0,0,0,0,69,helion
Game96,100,0,1,1,2,0,0,1,1,0,0,1,1,34,saturn systems
Game97,77,0,0,0,1,0,2,1,2,0,0,2,0,44,ecoline
Game98,96,2,0,0,2,0,1,2,0,0,0,2,3,77,phobolog
Game99,77,1,0,0,2,0,1,0,1,0,0,1,1,31,ecoline
Game100,102,0,2,0,0,0,2,2,0,0,0,0,3,70,saturn systems
Game101,106,0,0,0,0,0,0,0,0,0,0,1,0,28,united nations mars initiative
Game102,107,0,0,0,1,0,1,1,0,0,0,0,0,32,mining guild
Game103,122,0,1,0,0,0,0,2,2,0,0,0,1,53,saturn systems
Game104,93,4,0,1,0,1,1,1,1,0,0,0,0,68,tharsis republic
Game105,99,1,0,0,0,0,0,0,1,0,0,0,2,32,mining guild
Game106,83,1,0,0,1,0,2,2,1,0,0,0,0,52,helion
Game107,87,1,0,0,0,0,3,0,1,2,0,0,1,59,united nations mars initiative
Game108,107,0,1,0,0,0,1,1,1,0,0,0,0,48,tharsis republic
Game109,96,3,0,1,1,0,1,1,2,1,0,0,3,69,teractor
Game110,80,2,0,1,2,0,2,0,1,0,0,1,1,53,interplanetary cinematics
Game111,86,2,0,0,1,0,2,2,0,0,0,0,0,70,united nations mars initiative
Game112,90,5,0,2,1,0,0,0,0,0,0,0,1,48,ecoline
Game113,82,2,0,2,0,0,2,2,0,0,0,0,0,74,credicor
Game114,86,0,0,0,0,0,2,1,0,0,1,0,0,34,ecoline
Game115,104,1,2,0,0,0,0,2,0,0,0,0,2,80,teractor
Game116,94,2,0,0,1,0,0,1,0,0,0,0,3,36,tharsis republic
Game117,93,2,0,0,0,0,0,0,1,0,0,0,0,30,mining guild
Game118,77,3,0,1,0,1,2,1,0,0,0,0,1,65,interplanetary cinematics
Game119,105,1,1,1,0,0,0,0,1,1,0,0,1,48,tharsis republic
Game120,85,1,0,1,1,1,0,0,1,1,0,1,0,54,tharsis republic
Game121,77,2,0,0,1,0,1,0,2,1,0,0,1,60,teractor
Game122,77,2,2,0,0,0,1,3,0,1,0,0,4,95,phobolog
Game123,88,1,0,0,0,0,1,2,1,1,0,0,0,87,credicor
Game124,80,3,1,0,2,1,1,1,0,1,0,0,1,91,mining guild
Game125,119,0,0,1,1,0,2,3,0,0,0,1,2,94,inventrix
Game126,123,1,0,0,0,0,0,0,1,0,0,1,0,25,mining guild
Game127,95,2,0,0,2,0,1,0,1,0,0,1,3,60,ecoline
Game128,81,1,0,1,0,0,0,0,0,0,0,0,0,13,tharsis republic
Game129,94,2,0,0,0,1,3,0,1,0,0,0,0,63,interplanetary cinematics
Game130,115,1,0,0,0,0,0,0,0,1,2,1,3,30,tharsis republic
Game131,65,2,0,2,0,0,0,0,2,0,0,0,0,44,interplanetary cinematics
Game132,95,2,1,1,1,1,1,3,0,0,0,0,3,91,saturn systems
Game133,98,0,0,1,2,0,2,2,1,0,0,1,1,40,credicor
Game134,93,0,0,0,0,0,1,1,2,0,0,1,0,44,tharsis republic
Game135,98,3,0,0,3,0,0,1,0,1,0,1,2,53,credicor
Game136,80,1,0,1,1,0,2,2,0,0,0,0,0,62,ecoline
Game137,80,2,0,0,1,1,2,1,0,0,0,1,0,72,interplanetary cinematics
Game138,93,0,0,0,1,0,0,0,1,0,0,3,0,42,inventrix
Game139,93,0,1,0,0,0,1,2,1,1,0,0,3,117,saturn systems
Game140,126,1,0,0,2,0,1,0,0,0,0,0,2,33,saturn systems
Game141,130,2,0,0,2,0,0,1,1,0,0,0,4,70,phobolog
Game142,97,3,0,2,1,0,2,0,1,0,0,0,1,60,helion
Game143,97,3,0,1,0,1,0,0,1,1,0,0,1,79,interplanetary cinematics
Game144,87,1,0,0,0,0,0,0,0,1,0,0,0,48,inventrix
Game145,83,2,0,0,0,1,1,1,0,0,0,0,2,50,ecoline
Game146,84,2,0,1,1,0,0,0,0,0,0,0,1,27,mining guild
Game147,89,0,0,0,0,0,2,0,1,0,0,0,0,18,united nations mars initiative
Game148,111,1,0,0,0,1,3,2,4,1,0,0,3,80,credicor
Game149,118,2,0,0,1,0,1,1,0,0,0,0,1,53,interplanetary cinematics
Game150,104,4,0,1,2,1,1,1,1,1,0,0,2,63,mining guild
Game151,83,1,0,0,1,0,1,2,0,0,0,0,1,30,tharsis republic
Game152,81,1,0,0,0,0,0,0,0,1,0,1,0,43,interplanetary cinematics
Game153,88,3,0,1,2,1,0,0,0,0,0,1,2,63,credicor
Game154,82,3,0,0,1,1,0,0,0,0,0,0,0,44,tharsis republic
Game155,94,2,1,1,2,1,1,2,1,0,0,0,4,92,credicor
Game156,73,1,0,0,0,0,3,4,2,1,0,0,2,92,ecoline
Game157,104,1,0,0,1,1,0,1,0,0,0,0,0,53,helion
Game158,82,1,0,1,0,0,0,0,1,0,0,1,2,43,ecoline
Game159,99,3,0,1,1,1,0,0,0,1,0,0,2,55,tharsis republic
Game160,94,1,1,2,1,1,0,2,0,0,0,0,1,54,saturn systems
Game161,82,4,0,0,1,0,0,0,1,0,0,1,2,48,interplanetary cinematics
Game162,82,1,0,1,2,0,0,0,1,0,0,2,0,56,credicor
Game163,92,0,0,0,1,0,3,2,0,0,0,0,0,78,ecoline
Game164,108,3,0,1,1,0,1,0,1,0,0,0,0,52,helion
Game165,104,3,0,1,0,0,0,0,0,0,0,1,1,34,inventrix
Game166,91,0,1,0,0,0,1,2,1,0,0,0,3,47,helion
Game167,106,0,0,1,2,0,0,1,0,0,0,0,1,29,tharsis republic
Game168,102,3,1,0,3,0,1,2,1,0,0,0,6,85,phobolog
Game169,90,1,0,1,0,0,1,0,0,0,0,0,0,33,united nations mars initiative
Game170,67,0,0,3,0,0,0,0,1,0,0,0,0,30,thorgate
Game171,89,1,0,0,1,0,0,0,1,1,0,0,0,39,helion
Game172,98,1,0,1,0,0,1,0,0,0,0,0,0,30,thorgate
Game173,84,3,0,2,0,0,2,0,0,0,0,0,0,61,interplanetary cinematics
Game174,93,2,0,1,3,0,1,0,1,0,0,0,4,74,inventrix
Game175,95,0,1,0,0,0,2,2,0,0,0,0,1,31,united nations mars initiative
Game176,110,3,0,0,4,1,0,0,0,1,0,0,6,89,teractor
Game177,84,1,2,0,1,0,0,2,0,2,0,1,4,98,saturn systems
Game178,94,2,0,1,2,0,1,2,0,0,0,1,2,46,ecoline
Game179,109,2,2,1,0,0,2,2,0,0,1,0,2,94,saturn systems
Game180,82,2,0,0,1,1,2,2,2,0,0,0,1,77,teractor
Game181,80,1,1,1,1,1,0,1,2,0,0,0,0,67,inventrix
Game182,89,3,0,0,1,0,1,2,0,1,0,0,1,51,mining guild
Game183,103,2,0,1,4,0,3,5,1,1,0,0,3,75,saturn systems
Game184,74,2,0,2,4,0,1,3,0,1,0,0,2,100,credicor
Game185,83,3,0,2,0,0,0,0,2,0,0,0,0,46,ecoline
Game186,98,2,0,1,2,2,1,2,1,0,1,0,5,101,credicor
Game187,94,0,0,1,3,0,1,1,0,0,0,0,0,16,credicor
Game188,114,0,0,0,1,0,3,1,2,0,2,0,5,113,credicor
Game189,125,1,1,1,2,0,2,2,1,1,1,0,1,88,saturn systems
Game190,111,2,0,0,1,0,2,1,1,2,0,0,7,99,credicor
Game191,67,0,0,0,0,0,3,1,2,0,0,0,0,57,tharsis republic
Game192,80,2,0,1,2,0,2,2,0,1,0,1,1,71,united nations mars initiative
Game193,98,1,1,2,1,0,0,2,0,3,0,0,3,88,helion
Game194,105,3,0,0,3,0,1,1,1,2,1,0,4,104,interplanetary cinematics
Game195,119,1,0,0,1,0,1,2,4,1,0,0,7,104,teractor
Game196,108,1,0,0,0,1,2,3,3,0,0,0,0,105,phobolog
Game197,116,1,1,0,1,0,2,2,1,1,0,0,3,74,saturn systems
Game198,112,0,1,1,0,0,2,3,0,1,0,1,0,92,inventrix
Game199,88,1,0,1,1,0,2,1,2,1,0,1,1,84,saturn systems
Game200,101,2,0,1,2,0,1,1,1,2,0,1,3,61,interplanetary cinematics
Game201,99,1,0,0,2,0,0,0,0,1,1,0,1,49,credicor
Game202,88,2,0,1,1,0,2,0,1,1,0,0,1,43,credicor
Game203,91,3,0,1,2,0,1,1,0,1,0,0,1,43,saturn systems
Game204,80,0,0,0,0,0,1,1,1,1,1,0,2,57,mining guild
Game205,75,0,0,1,0,0,0,0,1,2,1,0,0,37,ecoline
Game206,78,3,0,1,2,0,0,0,0,1,0,0,4,65,inventrix
Game207,93,3,0,0,2,1,0,0,2,1,1,1,7,58,inventrix
Game208,112,4,0,1,1,1,0,0,0,1,1,1,1,69,interplanetary cinematics
Game209,87,2,0,0,1,1,0,1,0,2,0,0,1,49,ecoline
Game210,85,1,0,0,0,0,1,0,0,3,1,0,1,44,saturn systems
Game211,86,1,0,1,2,0,2,2,1,0,0,2,0,104,tharsis republic
Game212,128,4,1,0,1,0,2,3,0,0,0,1,2,110,saturn systems
Game213,71,1,0,0,0,0,3,1,4,1,1,0,1,76,credicor
Game214,100,1,0,0,0,0,2,1,0,0,0,1,0,28,credicor
Game215,73,1,0,0,1,1,2,0,1,0,0,0,1,50,credicor
Game216,101,1,0,0,2,0,1,1,1,0,0,0,3,61,teractor
Game217,92,3,0,0,2,0,1,1,0,0,0,0,5,63,phobolog
Game218,104,1,0,1,0,0,4,2,0,0,0,0,0,94,interplanetary cinematics
Game219,84,2,1,1,1,1,2,3,0,0,0,0,0,81,saturn systems
Game220,78,1,0,1,1,0,1,2,1,1,2,2,3,109,thorgate
Game221,107,3,0,1,0,1,0,0,0,3,0,0,1,77,mining guild
Game222,94,0,0,0,2,0,1,1,2,0,1,0,5,64,tharsis republic
Game223,105,3,1,0,0,2,1,3,0,0,0,0,2,95,credicor
Game224,86,1,0,1,0,0,2,1,0,1,0,0,0,57,mining guild
Game225,96,1,0,0,0,0,0,0,0,1,0,1,1,26,ecoline
Game226,114,4,0,1,4,0,0,1,0,0,0,0,4,81,phobolog
Game227,100,1,1,1,1,0,1,0,2,0,0,1,1,37,teractor
Game228,101,2,0,0,2,0,3,3,2,0,1,0,2,92,helion
Game229,86,4,0,1,1,0,0,0,1,0,0,0,1,45,ecoline
Game230,88,4,0,3,1,0,0,1,0,0,0,0,1,74,teractor
Game231,118,0,2,1,3,0,1,4,0,0,0,0,5,95,helion
Game232,111,1,2,0,0,1,1,2,0,0,0,0,2,91,interplanetary cinematics
Game233,106,2,0,0,3,2,0,0,0,1,2,1,3,77,tharsis republic
Game234,83,0,0,0,0,0,1,1,1,0,0,0,2,46,saturn systems
Game235,98,2,0,0,1,0,1,1,1,0,1,2,0,83,teractor
Game236,90,1,0,0,0,0,3,3,1,0,0,0,0,82,ecoline
Game237,90,4,2,1,0,0,2,1,1,1,0,0,3,74,mining guild
Game238,89,1,0,1,3,0,1,2,1,1,0,0,2,78,helion
Game239,93,2,0,0,0,0,2,2,2,1,0,0,2,86,teractor
Game240,87,1,0,0,2,1,2,1,0,0,0,2,0,81,ecoline
Game241,70,0,0,0,0,0,1,0,0,1,1,2,3,26,ecoline
Game242,104,0,0,0,0,0,1,0,2,1,0,1,0,36,united nations mars initiative
Game243,77,0,0,0,2,0,0,0,1,3,0,0,2,50,teractor
Game244,104,3,0,2,1,1,1,1,1,0,0,0,1,76,tharsis republic
Game245,89,0,0,1,1,0,1,0,0,1,0,1,0,48,credicor
Game246,80,0,0,1,1,0,3,3,1,0,0,0,0,72,phobolog
Game247,123,3,0,1,2,2,2,1,0,0,0,0,2,90,tharsis republic
Game248,96,0,0,1,3,0,1,2,1,0,0,0,1,65,credicor
Game249,88,1,0,0,1,1,1,2,0,0,0,0,0,28,tharsis republic
Game250,93,2,0,1,1,0,1,1,1,0,0,1,2,81,teractor
Game251,89,1,1,0,0,1,1,1,0,1,0,0,0,59,thorgate
Game252,94,1,0,1,0,0,2,1,0,0,0,0,0,44,thorgate
Game253,110,2,0,2,5,0,0,3,0,0,0,0,7,92,phobolog
Game254,102,0,0,0,1,0,2,1,1,1,0,0,2,52,helion
Game255,103,1,0,0,0,0,3,2,2,1,0,0,1,44,interplanetary cinematics
Game256,96,0,0,0,0,0,2,2,2,1,0,0,1,74,teractor
Game257,102,4,0,1,2,0,0,0,0,0,0,0,1,38,interplanetary cinematics
Game258,123,3,1,1,1,1,0,1,0,0,0,0,3,76,credicor
Game259,88,1,2,0,0,0,0,2,1,0,0,0,4,76,credicor
Game260,113,1,3,0,0,1,2,4,1,0,0,0,6,117,phobolog
Game261,98,1,0,0,1,0,3,1,1,0,0,0,0,73,tharsis republic
Game262,89,2,0,0,2,0,0,0,1,0,0,0,0,55,saturn systems
Game263,121,1,1,0,1,0,0,1,1,3,2,1,1,85,credicor
Game264,124,0,1,0,2,0,2,1,0,0,0,1,4,61,inventrix
Game265,121,1,0,1,1,0,1,2,1,0,0,0,0,50,phobolog
Game266,116,3,0,2,4,0,1,0,1,0,0,0,4,79,interplanetary cinematics
Game267,123,1,0,1,2,0,1,2,0,0,0,0,3,46,inventrix
Game268,83,0,1,0,0,0,0,2,1,1,1,0,2,66,teractor
Game269,92,0,0,0,1,0,2,2,1,0,0,2,0,78,tharsis republic
Game270,85,1,3,1,0,1,0,3,0,0,0,0,6,120,credicor
Game271,90,0,0,0,0,0,1,1,0,2,0,1,0,50,ecoline
Game272,92,2,1,1,3,1,0,2,0,0,0,0,4,70,inventrix
Game273,92,3,0,1,1,1,3,1,1,0,0,0,1,51,helion
Game274,90,0,0,0,0,0,3,2,1,0,0,1,0,23,ecoline
Game275,111,0,1,1,0,0,2,3,0,0,0,0,0,81,tharsis republic
Game276,86,4,0,1,1,1,0,0,0,0,0,0,1,40,ecoline
Game277,97,6,0,1,2,2,0,0,0,0,0,0,2,73,tharsis republic
Game278,87,3,0,0,3,0,2,0,1,0,0,1,1,45,teractor
Game279,79,2,0,0,1,0,0,1,0,0,0,0,1,48,teractor
Game280,98,1,1,0,0,1,5,4,5,0,1,0,1,135,inventrix
Game281,128,0,0,0,0,0,2,2,0,2,0,0,0,57,saturn systems
Game282,73,2,0,1,0,0,1,0,0,0,1,0,0,42,tharsis republic
Game283,125,5,0,1,2,1,0,0,0,0,0,1,1,82,helion
Game284,120,1,0,0,2,0,3,2,3,0,0,0,3,77,united nations mars initiative
Game285,75,1,1,0,0,0,1,2,1,0,0,0,2,94,phobolog
Game286,92,1,0,1,1,1,2,2,1,0,0,1,5,73,inventrix
Game287,95,0,2,0,0,0,1,2,2,0,1,0,2,68,credicor
Game288,95,2,0,0,3,0,0,0,1,3,1,0,1,69,thorgate
Game289,86,0,0,0,0,0,1,1,1,0,0,0,0,29,mining guild
Game290,84,3,0,1,2,1,1,1,1,0,0,0,1,86,mining guild
Game291,102,1,1,3,2,0,1,3,0,0,0,0,4,84,helion
Game292,135,1,1,0,0,0,0,1,0,2,1,0,3,62,phobolog
Game293,98,2,2,0,1,1,1,2,0,0,0,0,3,83,helion
Game294,101,2,0,0,1,1,1,1,1,2,0,0,0,82,inventrix
Game295,87,2,0,0,1,0,1,0,1,0,0,0,1,46,tharsis republic
Game296,94,2,0,1,0,1,0,0,0,0,0,0,1,37,ecoline
Game297,79,2,1,0,2,0,0,2,2,1,0,0,3,92,credicor
Game298,87,1,0,0,3,0,0,1,0,0,0,0,4,32,tharsis republic
Game299,82,3,0,1,0,0,0,2,1,0,0,0,2,74,tharsis republic
Game300,106,3,2,1,1,2,1,3,0,0,0,0,0,106,credicor
Game301,97,1,0,0,1,0,1,1,1,0,0,1,2,66,inventrix
Game302,93,2,0,0,0,1,2,1,0,0,0,0,1,52,saturn systems
Game303,108,3,2,0,0,1,3,2,1,0,0,0,5,100,tharsis republic
Game304,77,3,0,3,0,1,0,0,0,0,0,0,0,47,thorgate
Game305,91,1,0,1,2,0,1,1,1,0,0,0,2,65,saturn systems
Game306,98,2,0,0,2,0,1,0,2,1,0,0,1,55,mining guild
Game307,74,2,0,1,0,1,1,1,0,0,0,0,1,68,united nations mars initiative
Game308,95,1,0,0,1,0,0,0,2,1,0,0,3,70,inventrix
Game309,93,3,0,0,2,1,2,0,0,0,0,0,1,83,mining guild
Game310,89,1,0,0,1,0,2,1,1,0,1,1,0,60,tharsis republic
Game311,87,6,0,1,1,1,0,1,0,1,0,0,4,94,mining guild
Game312,111,3,0,0,1,1,0,0,0,0,0,0,0,45,credicor
Game313,110,1,0,0,3,0,1,1,2,1,1,1,1,83,ecoline
Game314,95,4,0,2,1,1,0,1,0,0,0,0,2,84,mining guild
Game315,72,5,0,1,1,0,1,0,0,1,0,0,1,53,united nations mars initiative
Game316,73,1,0,0,1,0,1,0,0,0,0,1,0,16,helion
Game317,75,2,0,0,0,1,2,2,0,1,0,1,0,104,tharsis republic
Game318,103,2,0,0,3,1,3,2,2,0,0,0,1,94,mining guild
Game319,101,2,0,1,2,0,3,2,1,1,0,0,3,87,inventrix
Game320,98,3,1,1,0,0,0,1,0,1,0,0,2,64,helion
Game321,89,2,2,0,1,0,2,4,0,1,0,0,5,136,thorgate
Game322,87,1,0,1,2,0,1,1,0,1,0,2,0,38,credicor
Game323,77,2,0,0,1,0,1,0,0,0,0,2,1,30,tharsis republic
Game324,76,3,0,1,1,0,2,0,1,0,0,0,3,48,credicor
Game325,89,1,0,0,1,0,1,1,0,1,0,1,0,54,ecoline
Game326,117,1,0,0,1,0,1,2,1,0,0,0,0,63,credicor
Game327,70,0,0,0,0,0,1,2,1,0,0,0,0,52,credicor
Game328,86,3,3,0,1,1,0,3,0,0,0,0,7,100,credicor
Game329,103,2,0,1,0,0,0,0,1,0,0,0,3,42,ecoline
Game330,95,1,0,0,2,1,0,0,0,0,0,0,0,29,ecoline
Game331,95,1,0,0,3,0,0,0,0,1,1,2,2,63,saturn systems
Game332,71,4,0,2,1,0,1,2,0,0,0,0,1,93,phobolog
Game333,88,0,1,0,0,0,1,1,0,0,0,1,2,46,ecoline
Game334,69,2,0,2,3,0,0,2,0,1,0,0,3,48,thorgate
Game335,94,1,1,0,0,0,3,2,1,0,0,1,3,74,united nations mars initiative
Game336,108,2,0,0,2,0,0,0,0,0,0,0,1,41,tharsis republic
Game337,89,1,0,0,1,0,1,1,2,0,0,1,0,44,tharsis republic
Game338,114,2,0,0,0,0,1,1,4,0,1,0,3,60,mining guild
Game339,101,4,0,0,1,2,0,0,0,1,0,0,0,44,ecoline
Game340,86,0,0,0,0,0,2,3,0,0,0,0,0,57,saturn systems
Game341,98,2,0,0,0,0,1,1,1,1,0,0,1,66,teractor
Game342,106,0,1,0,0,1,3,5,1,0,0,0,5,92,phobolog
Game343,73,4,1,1,2,1,0,0,0,1,0,0,4,71,interplanetary cinematics
Game344,95,1,1,0,1,0,3,3,1,0,0,1,0,73,thorgate
Game345,105,1,1,0,0,0,2,3,1,1,0,0,0,97,tharsis republic
Game346,68,2,1,1,1,0,3,2,3,0,0,0,4,118,credicor
Game347,119,2,0,0,1,1,2,0,0,0,0,0,0,61,interplanetary cinematics
Game348,82,1,0,1,2,0,4,2,0,0,0,0,1,82,tharsis republic
Game349,87,1,0,1,1,0,1,1,1,0,0,0,4,44,teractor
Game350,93,0,0,0,1,0,3,1,2,0,0,0,2,94,credicor
Game351,97,4,0,1,2,0,0,1,0,2,0,1,1,62,tharsis republic
Game352,96,1,0,0,1,0,3,4,1,0,0,0,5,78,phobolog
Game353,93,1,0,0,2,0,1,3,2,1,1,0,4,79,phobolog
Game354,74,3,0,0,2,0,1,1,2,0,0,0,7,75,thorgate
Game355,122,1,0,1,2,0,3,1,1,1,0,0,7,80,inventrix
Game356,91,2,0,2,1,1,0,1,0,0,0,0,0,38,credicor
Game357,100,2,0,1,1,1,1,2,1,1,0,1,2,91,tharsis republic
Game358,99,0,0,0,1,0,2,2,0,0,0,0,2,53,teractor
Game359,78,0,0,0,0,0,3,2,2,0,0,1,2,70,saturn systems
Game360,81,3,0,1,2,0,0,1,0,0,0,0,0,56,inventrix
Game361,90,1,0,0,0,0,3,3,1,0,0,1,0,103,credicor
Game362,108,1,0,0,0,0,0,0,0,3,1,0,2,45,tharsis republic
Game363,88,1,0,1,2,0,1,2,1,0,0,0,2,59,teractor
Game364,83,0,0,0,1,0,3,3,2,0,0,1,0,68,credicor
Game365,94,3,0,1,0,0,1,0,0,0,0,0,0,40,thorgate
Game366,96,3,1,1,1,0,0,1,0,0,0,0,4,65,mining guild
Game367,88,1,0,0,1,0,0,0,0,0,0,2,1,45,ecoline
Game368,107,2,0,2,1,1,2,2,1,0,1,0,1,88,inventrix
Game369,92,3,0,0,0,0,0,1,0,1,0,0,2,65,thorgate
Game370,108,3,0,0,2,0,2,2,3,0,0,1,1,71,credicor
